0x5707529167caef8cbffabe2c4b9a10999c6d7e7f, 0x672ec2471f770130d4a26a7ad1f1fbf7b97985dfb6245ca47975f302350bfbf3 / 0xfa1cce2420ca6a6dbd966804c7f0c1a6888aa928f893a0c28c0bfbe082280e03, 0.00730
0x1c05fbe77fcfb0bee7f949f080bf390e761ff052, 0x546fcae165cef738b00f1b34b4b470dc6696c56fe5e40797fd08d6c755679a0f, 0.00295
0x904560e16c2cf70b0120d9e9444ffbb2bbf841f2, 0xd30e2422a52c78717d7b7e275347a316495bffd8d7e26c00fca00a145ffffdd1 / 0x3307f7af9fa23e863d4e4607064ab3afbe8c2148aa300a7efd49aaf4d66376b7, 0.00690
0x831b6e6c52959c1fdfa4b586f658c22742d114b3, 0xc8d231df987b7fe8f44bbd48fe4b7b9e5cf8c92a6c2d87d09862b3a01c53bb0b, 0.00321
0x060fb9f0d0529a80f5fb94ecad98df7df99ecb0a, 0x68607763309a0978f34416a77be40f6855656fdb246ef63e6276b41a55c6396a, 0.00358
0x552e366f9d3c4f4c1f9f2bebc493715f866fe9d9, 0x95858f0879e1f08d51648281d8b165482f4f4eda75c05ad53259263c287da00b / 0xc0c9dfc186bc4a11cc0651b36bce7163a2633d9516481ec4621db2cdbd98398c, 0.00613
0x4ae4882e88e2e6f06e243a2ff65899cb9d3fadda, 0x501727882851c668d4aa399f3d3e97a94866d8481a0a6de92932f2f935e6db95 / 0x51d88808338ed7254193e825625521f7621fe199027ec92e674148076d735f34 / 0x1337cf535bad2c682ea91b57a0dba8f77a953c1be5040f14fbe53a49fa484c71, 0.00886
0xd30476a9946988416ca4f29b694a14b556bfff2f, 0xfde1876eecb6f7a0f5f8863090623e083ed7febf1f2f44dd526040792fd07c44, 0.00264
0xa94f799a34887582987ec8c050f080e252b70a21, 0xb56343d650da1f707e9c67586407f25b139031465161e4655d1f42a4831df445, 0.00277
0x4b6b892b6878e61f421066a01fc03d0648228f82, 0x0b6179d4aca6c3a3b41e3ca2a9b1bd079cc176eda770325d48990cd1cce89f69, 0.00267
0xbedaef8720a3c265919d051f3951ba5fb9c220ae, 0x7adaeee1d835aba225fdbfe535119c840a515e1a5b4e0dcecc95c54ec6124a20, 0.00219
0xed504bebc16cc6673e41cf53e407024c2fe59e75, 0x2a2d87842805475d0b65b7c652a2a16cf999f42edc394e9ce2dcc05076e92d40, 0.00264
0x9bcaf7952115e7f92f7e6c69cf1baa68f3f02074, 0xc2224c23dca9adf5edd22315d3703fef05c3d379f74ff53a53361cf481f11753, 0.00289
0x655a7ba052e5acde220a482777981c050fa087fe, 0x36f69471afb12ba176066f2c65f5a01eaee8ec21449e3912c10a3d11a6930bdf, 0.00264
0x5eb6430f5147b3d4f816e053f4c66993320034d3, 0x1a35a0e3894cc178038c076d215d7aaa00830d75a111a0b42e887fb5e7fd2544, 0.00264
